number,regular_evaluations,ffi_evaluations
375,0.528416,0.005084
376,0.571541,0.005167
377,0.5171250000000001,0.005291
378,0.680459,0.005791999999999999
379,0.591125,0.0053750000000000004
380,0.510042,0.0053750000000000004
381,0.504875,0.005292000000000001
382,0.597458,0.005125
383,0.473208,0.0053750000000000004
384,0.5583330000000001,0.005541
385,0.599709,0.005332999999999999
386,0.492833,0.005667
387,0.630833,0.005541
388,0.5509170000000001,0.005167
389,0.5566669999999999,0.005332999999999999
390,0.539375,0.005083000000000001
391,0.6588339999999999,0.0052499999999999995
392,0.521042,0.005834000000000001
393,0.468333,0.005208999999999999
394,0.540459,0.005
395,0.6185,0.005083000000000001
396,0.55725,0.005125
397,0.548208,0.005125
398,0.47558300000000003,0.005208999999999999
399,0.644125,0.006209
400,0.455375,0.005332999999999999
401,0.546,0.005208
402,0.525083,0.005291
403,1.2968330000000001,0.0053750000000000004
404,0.66075,0.005582999999999999
405,0.529584,0.0053750000000000004
406,0.500292,0.005292000000000001
407,0.48312499999999997,0.005167
408,0.588125,0.0054589999999999994
409,0.550416,0.005292000000000001
410,0.554166,0.005167
411,0.502833,0.005417
412,0.6064170000000001,0.005582999999999999
413,0.588792,0.0051660000000000005
414,0.603,0.0050420000000000005
415,0.565416,0.005582999999999999
416,0.69275,0.005
417,0.643792,0.005167
418,0.5504169999999999,0.005084
419,0.513875,0.005
420,0.595375,0.0055
421,0.5666249999999999,0.004958
422,0.5119589999999999,0.0048330000000000005
423,0.548708,0.005125
424,0.6377499999999999,0.0050420000000000005
425,0.515334,0.0049169999999999995
426,0.5419170000000001,0.004875
427,0.5369170000000001,0.0048330000000000005
428,0.574125,0.005083000000000001
429,0.7582920000000001,0.005167
430,0.639125,0.005292000000000001
431,0.541292,0.004791
432,0.604834,0.0050409999999999995
433,0.529458,0.004916
434,0.588084,0.0052499999999999995
435,0.523042,0.005667
436,0.579458,0.005
437,0.542333,0.005083000000000001
438,0.5836669999999999,0.0048330000000000005
439,0.5034590000000001,0.004875
440,0.48979199999999995,0.0050420000000000005
441,0.489292,0.0052499999999999995
442,0.525417,0.005458
443,0.522834,0.0054589999999999994
444,0.646792,0.005167
445,0.555125,0.0050420000000000005
446,0.5623750000000001,0.005208999999999999
447,0.627584,0.005458
448,0.532958,0.007708
449,0.48575,0.005125
450,0.582959,0.005083000000000001
451,0.542833,0.005332999999999999
452,0.5375,0.005125
453,0.699292,0.005125
454,0.9949589999999999,0.005
455,0.9814170000000001,0.0055
456,0.772,0.0052499999999999995
457,0.74,0.005167
458,0.658291,0.0050420000000000005
459,0.657583,0.005167
460,0.54,0.005582999999999999
461,0.636917,0.004916
462,0.5363749999999999,0.005083000000000001
463,0.691834,0.004959
464,0.535292,0.005334
465,0.515292,0.005416000000000001
466,0.519834,0.005125
467,0.5264580000000001,0.0050420000000000005
468,0.5737500000000001,0.0052499999999999995
469,0.504709,0.005708
470,0.576667,0.00575
471,0.620917,0.005625000000000001
472,0.5648749999999999,0.006
473,0.5127499999999999,0.005167
474,0.50275,0.005582999999999999
475,0.453625,0.005625000000000001
476,0.522167,0.010083
477,0.5297499999999999,0.005417
478,0.520917,0.005125
479,0.532792,0.005458
480,0.5870829999999999,0.0050420000000000005
481,0.546,0.005
482,0.580625,0.004834
483,0.5687920000000001,0.005208999999999999
484,0.537542,0.004959
485,0.57125,0.004875
486,0.9151670000000001,0.0048330000000000005
487,0.5812919999999999,0.004959
488,0.602,0.005
489,0.5062909999999999,0.00475
490,0.5095419999999999,0.0048330000000000005
491,0.544292,0.005
492,0.490333,0.005417
493,0.48395900000000003,0.005083000000000001
494,0.530542,0.004958
495,0.60275,0.0049169999999999995
496,0.73575,0.005
497,0.5419170000000001,0.005
498,0.569125,0.005125
499,0.607875,0.006375
500,0.530709,0.005208
501,0.560917,0.004875
502,0.707834,0.004959
503,0.5387919999999999,0.005084
504,0.5955,0.005332999999999999
505,0.539041,0.004958
506,1.1418750000000002,0.006083
507,0.584416,0.004875
508,0.632667,0.0053750000000000004
509,0.722292,0.004959
510,0.6087090000000001,0.004875
511,0.61075,0.005125
512,0.535,0.005083000000000001
513,0.5378750000000001,0.004958
514,0.517833,0.004875
515,0.503417,0.0049169999999999995
516,0.525042,0.004916
517,0.49295800000000006,0.0051660000000000005
518,0.558791,0.004875
519,0.49283400000000005,0.004875
520,0.520959,0.005
521,0.501958,0.004875
522,0.463625,0.0049169999999999995
523,0.554458,0.005084
524,0.698667,0.005
525,0.661084,0.0048330000000000005
526,0.57175,0.004791
527,0.6589579999999999,0.005083000000000001
528,0.6435,0.0049169999999999995
529,0.659541,0.004875
530,0.466875,0.0048330000000000005
531,0.671,0.0049169999999999995
532,0.502458,0.0053750000000000004
533,0.5645830000000001,0.0048330000000000005
534,0.5121249999999999,0.0049169999999999995
535,0.576291,0.005417
536,0.581541,0.0050420000000000005
537,0.536166,0.005125
538,0.6118750000000001,0.0049169999999999995
539,0.51175,0.005
540,0.578542,0.004958
541,0.605084,0.004834
542,0.614542,0.004959
543,0.647208,0.0049169999999999995
544,0.610084,0.005
545,0.5335420000000001,0.0052499999999999995
546,0.565375,0.0049169999999999995
547,0.5387919999999999,0.0049169999999999995
548,0.526667,0.004959
549,0.64425,0.004958
550,0.629209,0.0049169999999999995
551,0.716833,0.005125
552,0.465541,0.008791
553,0.579625,0.0050420000000000005
554,0.51975,0.0049169999999999995
555,0.586666,0.0052499999999999995
556,0.605791,0.005
557,0.512417,0.004875
558,1.1565830000000001,0.004875
559,0.609,0.004916
560,0.531666,0.005291
561,0.5076660000000001,0.005125
562,0.522542,0.004792
563,0.513167,0.005292000000000001
564,0.683791,0.0049169999999999995
565,0.518416,0.0049169999999999995
566,0.523208,0.004875
567,0.5918749999999999,0.006208
568,0.5599999999999999,0.005167
569,0.49383399999999994,0.004959
570,0.52725,0.005083000000000001
571,0.6096250000000001,0.004875
572,0.670583,0.005084
573,0.543292,0.005084
574,0.56025,0.005167
575,0.569375,0.004959
576,0.688541,0.004959
577,0.566583,0.0050420000000000005
578,0.5890420000000001,0.0049169999999999995
579,0.516584,0.0049169999999999995
580,0.5473750000000001,0.0050420000000000005
581,0.501459,0.005208
582,0.513375,0.004834
583,0.489333,0.005167
584,0.5521659999999999,0.004958
585,0.507167,0.004916
586,0.49712499999999993,0.005
587,0.644375,0.0049169999999999995
588,0.5795,0.0052499999999999995
589,0.523833,0.0050420000000000005
590,0.6659160000000001,0.005208999999999999
591,0.512833,0.005208999999999999
592,0.5206670000000001,0.005125
593,0.5045419999999999,0.006042
594,0.540542,0.007083
595,0.658083,0.0052499999999999995
596,0.618708,0.0053750000000000004
597,0.5469999999999999,0.005542
598,0.5158330000000001,0.0052499999999999995
599,0.513875,0.0052499999999999995
600,0.511625,0.005292000000000001
601,0.612458,0.005208999999999999
602,0.646833,0.005125
603,0.5035839999999999,0.0052499999999999995
604,0.607875,0.0053750000000000004
605,0.58425,0.005542
606,0.5864159999999999,0.0053750000000000004
607,0.5185,0.0055
608,0.597042,0.005167
609,1.14525,0.005125
610,0.589792,0.0050409999999999995
611,0.5535829999999999,0.005416000000000001
612,0.5705830000000001,0.005292000000000001
613,0.515875,0.005125
614,0.516083,0.0053750000000000004
615,0.6547919999999999,0.005167
616,0.47404199999999996,0.005541
617,0.598708,0.004916
618,0.512,0.0052499999999999995
619,0.5419170000000001,0.0049169999999999995
620,0.5844170000000001,0.005334
621,0.629,0.005208
622,0.500958,0.0048330000000000005
623,0.532,0.005458
624,0.582709,0.005417
625,0.5872499999999999,0.005083000000000001
626,0.634458,0.0050409999999999995
627,0.552459,0.005541
628,0.638875,0.0052499999999999995
629,0.644125,0.005083000000000001
630,0.663333,0.0053750000000000004
631,0.563584,0.005084
632,0.548792,0.005208999999999999
633,0.558625,0.005084
634,0.607125,0.005292000000000001
635,0.559167,0.005167
636,0.554209,0.005291
637,0.5139170000000001,0.005167
638,0.691875,0.005167
639,0.496,0.005334
640,0.553833,0.0053750000000000004
641,0.519916,0.005332999999999999
642,0.544,0.0048330000000000005
643,0.511375,0.004875
644,0.43124999999999997,0.005292000000000001
645,0.6377499999999999,0.005084
646,0.577042,0.004875
647,0.642958,0.005292000000000001
648,0.458667,0.005167
649,0.541667,0.004958
650,0.577333,0.004792
651,0.5255000000000001,0.0050409999999999995
652,0.5574589999999999,0.005
653,0.47100000000000003,0.0049169999999999995
654,0.479208,0.011
655,0.5615420000000001,0.0049169999999999995
656,0.5167499999999999,0.0049169999999999995
657,0.5207919999999999,0.010542
658,0.665542,0.0051660000000000005
659,0.49775,0.0051660000000000005
660,1.406625,0.005167
661,0.666708,0.005709
662,0.611584,0.005084
663,0.537833,0.0055
664,0.536833,0.0055
665,0.585709,0.005167
666,0.5065,0.0052499999999999995
667,0.521292,0.005915999999999999
668,0.510791,0.0052499999999999995
669,0.642708,0.0055
670,0.569959,0.005458
671,0.560667,0.005417
672,0.534083,0.005958000000000001
673,0.658417,0.005332999999999999
674,0.5884590000000001,0.005208
675,0.662792,0.005417
676,0.52825,0.005334
677,0.5441670000000001,0.005582999999999999
678,0.496625,0.0053750000000000004
679,0.447583,0.005917
680,0.6212089999999999,0.005458
681,0.604708,0.0052499999999999995
682,0.6431250000000001,0.005291
683,0.625167,0.005417
684,0.7022499999999999,0.005208999999999999
685,0.7134170000000001,0.0053750000000000004
686,0.5670000000000001,0.0054589999999999994
687,0.533583,0.0055
688,0.572833,0.005125
689,0.609041,0.005292000000000001
690,0.683916,0.004959
691,0.540708,0.005709
692,0.571167,0.005125
693,0.5894999999999999,0.004875
694,0.626375,0.004875
695,0.573417,0.0055
696,0.5836669999999999,0.005125
697,0.5209579999999999,0.004916
698,0.522667,0.005208
699,0.565625,0.004916
700,0.592959,0.0053750000000000004
701,0.527,0.004959
702,0.536208,0.004834
703,0.579334,0.005332999999999999
704,0.56375,0.004916
705,0.595209,0.0050409999999999995
706,0.526917,0.004792
707,0.612791,0.004959
708,0.513375,0.005
709,0.510459,0.004958
710,0.541,0.004958
711,0.860167,0.004916
712,1.092834,0.004916
713,0.590833,0.00475
714,0.704875,0.004958
715,0.63575,0.005334
716,0.6459579999999999,0.005208
717,0.557708,0.005
718,0.540458,0.0049169999999999995
719,0.568542,0.005084
720,0.490834,0.0050420000000000005
721,0.5132920000000001,0.005
722,0.556416,0.0048330000000000005
723,0.584791,0.005083000000000001
724,0.641625,0.005
725,0.5836669999999999,0.005834000000000001
726,0.4515,0.0050420000000000005
727,0.5735,0.005625000000000001
728,0.549625,0.0053750000000000004
729,0.5974170000000001,0.005
730,0.577542,0.004875
731,0.728375,0.005
732,0.629042,0.005125
733,0.576041,0.005208
734,0.454208,0.0048330000000000005
735,0.6488750000000001,0.005083000000000001
736,0.5239170000000001,0.004958
737,0.5592079999999999,0.004958
738,0.525,0.004875
739,0.503875,0.004959
740,0.490167,0.007125
741,0.600541,0.005332999999999999
742,0.547125,0.005
743,0.5437909999999999,0.0052499999999999995
744,0.45925000000000005,0.005791
745,0.742542,0.005542
746,0.576583,0.005292000000000001
747,0.528166,0.005416000000000001
748,0.53425,0.00625
749,0.446459,0.005584
750,0.523792,0.005084
751,0.523042,0.0054589999999999994
752,0.505792,0.005125
753,0.5427919999999999,0.005334
754,0.569792,0.005332999999999999
755,0.55875,0.005667
756,0.493583,0.005542
757,0.6223339999999999,0.005208
758,0.548792,0.0052499999999999995
759,0.47350000000000003,0.005292000000000001
760,0.626417,0.0053750000000000004
761,0.5810000000000001,0.005582999999999999
762,0.600708,0.005958000000000001
763,0.608542,0.005125
764,0.64425,0.005666
765,0.605583,0.005291
766,1.184916,0.005083000000000001
767,0.5462079999999999,0.005208
768,0.656833,0.005708
769,0.620625,0.005208
770,0.5885,0.0052499999999999995
771,0.546791,0.0055
772,0.74225,0.005208
773,0.708208,0.005417
774,0.650667,0.0053750000000000004
775,0.507833,0.004958
776,0.520125,0.005208
777,0.503125,0.004958
778,0.468291,0.005
779,0.477208,0.005417
780,0.519459,0.005208999999999999
781,0.620667,0.0052499999999999995
782,0.560875,0.004959
783,0.609792,0.005
784,0.5032920000000001,0.005332999999999999
785,0.5451670000000001,0.004875
786,0.609333,0.004792
787,0.606208,0.004958
788,0.613083,0.0052499999999999995
789,0.548958,0.0049169999999999995
790,0.5854159999999999,0.004875
791,0.577125,0.005
792,0.633875,0.004875
793,0.611167,0.004792
794,0.552083,0.013625000000000002
795,0.6462910000000001,0.005084
796,0.5602079999999999,0.005
797,0.458,0.004875
798,0.525,0.0048330000000000005
799,0.532791,0.004916
800,0.7648750000000001,0.007458
801,0.623291,0.004791
802,0.62175,0.0048330000000000005
803,0.57175,0.004875
804,0.715208,0.004958
805,0.555291,0.004834
806,0.573708,0.0049169999999999995
807,0.5515840000000001,0.005292000000000001
808,0.5117919999999999,0.005125
809,0.583542,0.0049169999999999995
810,0.544542,0.004958
811,0.469709,0.0049169999999999995
812,0.497667,0.0053750000000000004
813,0.639792,0.004958
814,0.573041,0.0048330000000000005
815,0.611667,0.005
816,1.173292,0.005
817,0.7617919999999999,0.005208999999999999
818,0.528959,0.0049169999999999995
819,0.6025419999999999,0.005125
820,0.48579199999999995,0.0050409999999999995
821,0.649458,0.005
822,0.5255000000000001,0.004958
823,0.612917,0.004875
824,0.514791,0.0051660000000000005
825,0.5271250000000001,0.004916
826,0.533625,0.005208
827,0.542167,0.0048330000000000005
828,0.6349170000000001,0.0050420000000000005
829,0.699167,0.004958
830,0.604042,0.0050409999999999995
831,0.581542,0.0049169999999999995
832,0.5666249999999999,0.004959
833,0.692583,0.004875
834,0.583125,0.004792
835,0.530375,0.0052499999999999995
836,0.613459,0.0048330000000000005
837,0.532042,0.0055
838,0.5237080000000001,0.004916
839,0.49654099999999995,0.005083000000000001
840,0.546333,0.005292000000000001
841,0.49958299999999994,0.004875
842,0.618208,0.0048330000000000005
843,0.636584,0.005208
844,0.639292,0.004958
845,0.479291,0.004834
846,0.609833,0.004875
847,0.502209,0.005083000000000001
848,0.533625,0.004958
849,0.525459,0.005
850,0.5965,0.0050409999999999995
851,0.457,0.0048330000000000005
852,0.590334,0.004958
853,0.5177499999999999,0.005208
854,0.5306249999999999,0.005
855,0.472417,0.005417
856,0.531625,0.01275
857,0.528,0.005791
858,0.560958,0.0053750000000000004
859,0.937833,0.0050420000000000005
860,0.7456659999999999,0.009875
861,0.524625,0.005709
862,0.607,0.005167
863,0.5109999999999999,0.005417
864,0.598375,0.005667
865,0.559542,0.005332999999999999
866,0.743166,0.005125
867,1.073584,0.005167
868,0.643584,0.005875
869,0.675917,0.005208999999999999
870,0.608,0.005208
871,0.656917,0.0055
872,0.52075,0.005542
873,0.581167,0.005625000000000001
874,0.64875,0.005332999999999999
875,0.576833,0.0052499999999999995
876,0.508167,0.005875
877,0.502834,0.0055
878,0.5189170000000001,0.005334
879,0.522708,0.005292000000000001
880,0.543916,0.005542
881,0.46975,0.005709
882,0.502458,0.005167
883,0.5605410000000001,0.005582999999999999
884,0.61425,0.005332999999999999
885,0.528417,0.005292000000000001
886,0.642625,0.007709000000000001
887,0.591834,0.0053750000000000004
888,0.544208,0.008457999999999999
889,0.687042,0.026375
890,0.559292,0.018834
891,0.585833,0.006125
892,0.573542,0.005833
893,0.4935,0.005666
894,0.6178330000000001,0.0051660000000000005
895,0.511375,0.005582999999999999
896,0.616375,0.00575
897,0.520292,0.005
898,0.5055,0.0050420000000000005
899,0.59675,0.005125
900,0.587458,0.005084
901,0.567666,0.0050420000000000005
902,0.557417,0.005125
903,0.496667,0.005292000000000001
904,0.511417,0.0050409999999999995
905,0.490042,0.0051660000000000005
906,0.5249579999999999,0.004875
907,0.5648749999999999,0.0049169999999999995
908,0.512375,0.005458
909,0.48987499999999995,0.005458
910,0.508333,0.0054589999999999994
911,0.506292,0.0050420000000000005
912,0.628875,0.005083000000000001
913,0.48950000000000005,0.005125
914,0.561291,0.005334
915,0.566083,0.0050420000000000005
916,0.758834,0.0052499999999999995
917,0.618333,0.005083000000000001
918,1.3882919999999999,0.005084
919,0.5860000000000001,0.005292000000000001
920,0.608708,0.0051660000000000005
921,0.660083,0.0050420000000000005
922,0.6661250000000001,0.0053750000000000004
923,0.5800420000000001,0.004875
924,0.631292,0.0055
925,0.56025,0.0049169999999999995
926,0.661542,0.004875
927,0.930959,0.004875
928,0.574916,0.004959
929,0.744959,0.0049169999999999995
930,0.964625,0.00475
931,0.631,0.004958
932,0.616709,0.0051660000000000005
933,0.6367499999999999,0.0050420000000000005
934,0.533833,0.004875
935,0.517375,0.005125
