number,regular_evaluations,ffi_evaluations
936,0.520875,0.005084
937,0.576375,0.005125
938,0.7485,0.005167
939,0.635416,0.005125
940,0.721084,0.0053750000000000004
941,0.812,0.005208
942,0.6622089999999999,0.004959
943,0.727292,0.004875
944,0.5507500000000001,0.005208
945,0.498584,0.005125
946,0.539542,0.005458
947,0.494208,0.005875
948,0.5378750000000001,0.0050420000000000005
949,0.507,0.0049169999999999995
950,0.5256660000000001,0.004958
951,0.494791,0.0049169999999999995
952,0.564375,0.0053750000000000004
953,0.5766249999999999,0.0050409999999999995
954,0.626667,0.0053750000000000004
955,0.535708,0.005
956,0.535125,0.0053750000000000004
957,0.724083,0.005208999999999999
958,0.545958,0.0052499999999999995
959,0.566709,0.005292000000000001
960,0.561875,0.005125
961,0.6049169999999999,0.005083000000000001
962,0.622209,0.005084
963,0.5645830000000001,0.005208
964,0.49212500000000003,0.005416000000000001
965,0.49229199999999995,0.005208
966,1.2170830000000001,0.005083000000000001
967,0.657625,0.005125
968,0.648,0.005083000000000001
969,0.68925,0.0053750000000000004
970,0.653,0.00575
971,0.683083,0.005125
972,0.561917,0.005334
973,0.600959,0.0053750000000000004
974,0.551583,0.0052499999999999995
975,0.6199169999999999,0.005332999999999999
976,0.5565,0.005332999999999999
977,0.58075,0.005083000000000001
978,0.495875,0.005084
979,0.514125,0.005
980,0.5611659999999999,0.005416000000000001
981,0.5325840000000001,0.013417
982,0.685375,0.005542
983,0.6595000000000001,0.005542
984,0.5385,0.0053750000000000004
985,0.48612500000000003,0.0051660000000000005
986,0.49787500000000007,0.005125
987,0.528416,0.005208999999999999
988,0.533208,0.005791999999999999
989,0.6897500000000001,0.006042
990,0.5990420000000001,0.005083000000000001
991,0.488291,0.0050409999999999995
992,0.46245800000000004,0.0055
993,0.505959,0.004875
994,0.637083,0.004875
995,0.481708,0.004875
996,0.617667,0.004958
997,0.563209,0.004834
998,0.573333,0.004875
999,0.6636669999999999,0.0048330000000000005
